User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
Which products have been discontinued but still have stock available?,"SELECT ProductName, UnitsInStock FROM products WHERE Discontinued = 1 AND UnitsInStock > 0;","```sql
SELECT ProductID, ProductName, UnitsInStock
FROM products
WHERE Discontinued = 1 AND UnitsInStock > 0;
```",Both queries select products that are discontinued and still have units in stock. The difference in selected columns (ProductID) does not affect the condition or main intent of the query.,SELECT ProductName FROM products WHERE Discontinued = 1 AND UnitsInStock > 0;,"The generated SQL query selects only ProductName, while the ground truth query selects both ProductName and UnitsInStock.",Base
Calculate the total freight cost for all orders shipped to the USA.,SELECT SUM(Freight) AS TotalFreightCost FROM orders WHERE ShipCountry = 'USA';,"```sql
SELECT SUM(Freight) AS TotalFreightCost
FROM orders
WHERE ShipCountry = 'USA';
```",Both queries calculate the total freight cost for orders shipped to the USA and yield the same results. The syntax and logic are identical.,SELECT SUM(Freight) AS TotalFreight FROM orders WHERE ShipCountry = 'USA';,"Both queries calculate the sum of the Freight for orders shipped to the USA. The only difference is the alias name, which does not affect the result.",both
Which product has the highest number of units on order?,"SELECT p.ProductID, p.UnitsOnOrder FROM products p ORDER BY p.UnitsOnOrder DESC LIMIT 1;","```sql
SELECT ProductID, UnitsOnOrder 
FROM products 
ORDER BY UnitsOnOrder DESC 
LIMIT 1;
```","Both queries select ProductID and UnitsOnOrder from the 'products' table, sorting by UnitsOnOrder in descending order and limiting the result to one, thus yielding the same result.",SELECT products.ProductName FROM products WHERE products.UnitsOnOrder = (SELECT MAX(products.UnitsOnOrder) FROM products);,"The generated query selects the ProductName, while the ground truth selects ProductID and UnitsOnOrder. They answer different aspects of which product has the most units on order.",Base
Which shipping method is used the most?,"SELECT ShipVia, COUNT(*) AS UsageCount FROM orders GROUP BY ShipVia ORDER BY UsageCount DESC LIMIT 1","```sql
SELECT ShipVia, COUNT(*) AS OrderCount
FROM orders
GROUP BY ShipVia
ORDER BY OrderCount DESC
LIMIT 1;
```","Both queries count the orders grouped by ShipVia, sort them in descending order based on the count, and limit the result to one, effectively determining the most used shipping method.","SELECT ShipVia, COUNT(*) AS UsageCount FROM orders GROUP BY ShipVia ORDER BY UsageCount DESC LIMIT 1;","Both queries count the occurrences of each shipping method and return the one used the most, ordering by usage count in descending order and selecting the top result.",both
Which products have the highest quantities on order?,"SELECT ProductName, UnitsOnOrder FROM products ORDER BY UnitsOnOrder DESC;","```sql
SELECT p.ProductID, p.ProductName, p.UnitsOnOrder
FROM products p
ORDER BY p.UnitsOnOrder DESC;
```","Both queries select products ordered by UnitsOnOrder in descending order, showing products with the highest quantities on order. ProductID in the generated query does not affect the result.","SELECT ProductID, ProductName, UnitsOnOrder FROM products ORDER BY UnitsOnOrder DESC;","The generated query includes 'ProductID', which is not required according to the ground truth query.",Base
Which products have the highest sales quantity this month?,"SELECT products.ProductID, products.ProductName, SUM([Order Details].Quantity) AS TotalQuantity FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID WHERE DATE_FORMAT(OrderDate, '%Y-%m') = DATE_FORMAT(CURDATE(), '%Y-%m') GROUP BY products.ProductID, products.ProductName ORDER BY TotalQuantity DESC;","```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity) AS TotalSales
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
WHERE MONTH(od.OrderID) = MONTH(CURRENT_DATE) AND YEAR(od.OrderID) = YEAR(CURRENT_DATE)
GROUP BY p.ProductID, p.ProductName
ORDER BY TotalSales DESC
LIMIT 10;
```","The generated query uses 'MONTH(od.OrderID)' and 'YEAR(od.OrderID)', which assumes 'OrderID' holds date information, whereas the ground truth uses 'OrderDate'. This might yield different results if 'OrderID' is not a date field.","SELECT products.ProductID, products.ProductName, SUM([Order Details].Quantity) AS TotalQuantity FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID WHERE MONTH([Order Details].OrderID) = MONTH(CURRENT_DATE) AND YEAR([Order Details].OrderID) = YEAR(CURRENT_DATE) GROUP BY products.ProductID, products.ProductName ORDER BY TotalQuantity DESC LIMIT 10;","The generated query uses OrderID to filter dates instead of OrderDate, which may lead to incorrect results.",None
What is the product-wise breakdown of Total Sales for this year?,"SELECT od.ProductID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS ProductSales FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID WHERE YEAR(o.OrderDate) = YEAR(CURRENT_DATE) GROUP BY od.ProductID ORDER BY ProductSales DESC;","```sql
SELECT 
    [Order Details].ProductID, 
    SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS TotalSales
FROM 
    orders
JOIN 
    [Order Details] ON orders.OrderID = [Order Details].OrderID
WHERE 
    YEAR(orders.OrderDate) = YEAR(CURRENT_DATE)
GROUP BY 
    [Order Details].ProductID;
```","Both queries calculate the total sales by product for the current year, using a similar approach with minor differences in aliases and order by clause. The key operations and filters are equivalent.","SELECT od.ProductID, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID WHERE YEAR(o.OrderDate) = YEAR(CURDATE()) GROUP BY od.ProductID;","Both queries calculate the product-wise sum of total sales for the current year and have the same logic. The main difference is in the ordering and alias naming, which do not affect the equivalence of the results.",both
Which region has the highest number of orders?,"SELECT ShipRegion, COUNT(OrderID) AS OrderCount FROM orders GROUP BY ShipRegion ORDER BY OrderCount DESC LIMIT 1;","```sql
SELECT ShipRegion, COUNT(OrderID) AS NumberOfOrders
FROM orders
GROUP BY ShipRegion
ORDER BY NumberOfOrders DESC
LIMIT 1;
```","Both queries group by 'ShipRegion', count 'OrderID', order by the count in descending order, and limit the result to one, thus returning the same result.","SELECT ShipRegion, COUNT(OrderID) AS NumberOfOrders FROM orders GROUP BY ShipRegion ORDER BY NumberOfOrders DESC LIMIT 1;","Both queries calculate the number of orders per region and return the region with the highest count, despite slight differences in alias names for the count.",both
List the suppliers with products that are consistently ordered.,SELECT suppliers.CompanyName FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID JOIN [Order Details] ON products.ProductID = [Order Details].ProductID GROUP BY suppliers.CompanyName HAVING COUNT(DISTINCT [Order Details].OrderID) > 1;,"```sql
SELECT DISTINCT s.SupplierID, s.CompanyName
FROM suppliers s
JOIN products p ON s.SupplierID = p.SupplierID
JOIN [Order Details] od ON p.ProductID = od.ProductID
JOIN orders o ON od.OrderID = o.OrderID
GROUP BY s.SupplierID, s.CompanyName
HAVING COUNT(od.OrderID) > 0
```","The generated query uses COUNT(od.OrderID) > 0, which allows suppliers with any orders to be included, not just those with consistent orders. The ground truth requires COUNT(DISTINCT [Order Details].OrderID) > 1, ensuring multiple distinct orders for a supplier's products.",SELECT s.CompanyName FROM suppliers s JOIN products p ON s.SupplierID = p.SupplierID GROUP BY s.CompanyName HAVING COUNT(p.ProductID) = COUNT(DISTINCT CASE WHEN p.UnitsOnOrder > 0 THEN p.ProductID END);,The generated query checks if all products from a supplier have some units on order. The ground truth checks for suppliers with products ordered in more than one distinct order.,None
Identify the products that are provided by multiple suppliers.,SELECT P.ProductName FROM products P JOIN (SELECT ProductID FROM products GROUP BY ProductID HAVING COUNT(DISTINCT SupplierID) > 1) AS MultiSupplier ON P.ProductID = MultiSupplier.ProductID;,"```sql
SELECT ProductID, ProductName
FROM products
GROUP BY ProductID, ProductName
HAVING COUNT(DISTINCT SupplierID) > 1;
```",Both queries effectively identify products that have more than one distinct supplier.,SELECT ProductName FROM products GROUP BY ProductName HAVING COUNT(DISTINCT SupplierID) > 1;,"Both queries identify products offered by multiple suppliers by checking the count of distinct suppliers per product. The generated query achieves this using GROUP BY on ProductName directly, which is functionally equivalent to the ground truth's use of a subquery.",both
What are the average sales per order for each employee?,"SELECT E.EmployeeID, AVG(OD.UnitPrice * OD.Quantity * (1 - OD.Discount)) AS AverageSalesPerOrder FROM employees E JOIN orders O ON E.EmployeeID = O.EmployeeID JOIN [Order Details] OD ON O.OrderID = OD.OrderID GROUP BY E.EmployeeID;","```sql
SELECT 
    e.EmployeeID,
    e.FirstName,
    e.LastName,
    AVG(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS AverageSalesPerOrder
FROM 
    employees e
JOIN 
    orders o ON e.EmployeeID = o.EmployeeID
JOIN 
    [Order Details] od ON o.OrderID = od.OrderID
GROUP BY 
    e.EmployeeID, e.FirstName, e.LastName
```","Both queries calculate the average sales per order for each employee, using the same joins and aggregation logic.","SELECT e.EmployeeID, AVG(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS AvgSales FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN ""[Order Details]"" od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID;","Both queries calculate the average sales per order for each employee by joining the 'employees', 'orders', and 'Order Details' tables appropriately and applying the same calculation and grouping logic.",both
Determine the total number of customers who have never placed an order.,SELECT COUNT(CustomerID) AS NeverOrdered FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);,"```sql
SELECT COUNT(*) AS TotalCustomers
FROM customers
WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);
```","Both queries count customers whose IDs are not present in the orders table, thus yielding the same result.",SELECT COUNT(CustomerID) FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);,"Both queries count the customers whose IDs do not appear in the orders table, thus answering the user's question accurately.",both
How many orders include a discount greater than 20%?,SELECT COUNT(DISTINCT [Order Details].OrderID) AS HighDiscountOrders FROM [Order Details] WHERE [Order Details].Discount > 0.2;,"```sql
SELECT COUNT(DISTINCT OrderID) AS OrdersWithDiscount
FROM [Order Details]
WHERE Discount > 0.20;
```","Both queries count distinct OrderIDs from the 'Order Details' table where the discount is greater than 20%, yielding the same result.",SELECT COUNT(DISTINCT OrderID) FROM [Order Details] WHERE Discount > 0.2;,Both queries count distinct OrderID from [Order Details] where the Discount is greater than 0.2.,both
Which products have less than 10 units in stock and need reordering?,SELECT ProductName FROM products WHERE UnitsInStock < 10 AND UnitsInStock <= ReorderLevel;,"```sql
SELECT ProductID, ProductName, UnitsInStock, ReorderLevel
FROM products
WHERE UnitsInStock < 10 AND UnitsInStock <= ReorderLevel;
```","The generated query selects additional columns (ProductID, UnitsInStock, ReorderLevel) not present in the ground truth query, which only selects ProductName.","SELECT ProductID, ProductName FROM products WHERE UnitsInStock < 10 AND UnitsInStock <= ReorderLevel;","The generated query selects 'ProductID' in addition to 'ProductName', which is not included in the ground truth query.",None
What is the average shipping cost per order in 2023?,SELECT AVG(orders.Freight) AS avg_shipping_cost_per_order FROM orders WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-12-31',"```sql
SELECT AVG(orders.Freight) AS shipping_cost_per_order FROM orders WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-12-31'
```","The generated SQL query and the ground truth query are functionally equivalent, calculating the average freight for orders in 2023. The difference is only in the alias name.",SELECT AVG(ShippedCost) AS AvgShippingCost FROM orders WHERE YEAR(OrderDate) = 2023;,"Both queries calculate the average shipping cost for orders placed in 2023, using different date filters but covering the same year.",both
