User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
Find all customers who have never placed an order.,SELECT CustomerID FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);,"```sql
SELECT * 
FROM customers 
WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);
```","Both queries aim to find customers whose CustomerID is not present in the orders table. Although the generated query selects all columns from the customers table while the ground truth selects only CustomerID, both yield the same set of customer records.","SELECT CustomerID, CompanyName FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders);","The Generated SQL Query includes 'CompanyName' in the SELECT clause, which the Ground Truth SQL Query does not. This causes a difference in the query results since the user only asked for 'CustomerID'.",Base
How many discontinued products are there?,SELECT COUNT(*) AS DiscontinuedProducts FROM products WHERE Discontinued = 1;,"```sql
SELECT COUNT(*) AS DiscontinuedProductsCount
FROM products
WHERE Discontinued = 1;
```","Both queries count the number of discontinued products from the 'products' table where the 'Discontinued' column equals 1. The difference is only in the alias used for the count result, which does not affect the output.",SELECT COUNT(*) AS DiscontinuedCount FROM products WHERE Discontinued = 1;,Both queries count the number of discontinued products by checking if Discontinued equals 1. The difference is only in the alias used.,both
List the top 10 best-selling products by sales revenue.,"SELECT p.ProductID, p.ProductName, SUM(od.Quantity * od.UnitPrice) AS SalesRevenue FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductID, p.ProductName ORDER BY SalesRevenue DESC LIMIT 10;","```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity * od.UnitPrice) AS SalesRevenue
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
ORDER BY SalesRevenue DESC
LIMIT 10;
```","The generated SQL query and the ground truth query are functionally identical, returning the top 10 best-selling products by sales revenue grouped by ProductID and ProductName, ordered in descending order.","SELECT p.ProductName, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) as TotalRevenue FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID GROUP BY p.ProductName ORDER BY TotalRevenue DESC LIMIT 10;","The generated query includes a discount calculation in the revenue computation which is not present in the ground truth query, leading to potentially different results.",Base
Which employee has processed the most orders?,"SELECT EmployeeID, COUNT(OrderID) AS OrdersProcessed FROM orders GROUP BY EmployeeID ORDER BY OrdersProcessed DESC LIMIT 1;","```sql
SELECT EmployeeID, COUNT(OrderID) AS OrderCount
FROM orders
GROUP BY EmployeeID
ORDER BY OrderCount DESC
LIMIT 1;
```","Both queries count the number of orders processed by each employee, order the results by that count in descending order, and limit the output to the top result.","SELECT EmployeeID, COUNT(OrderID) AS OrderCount FROM orders GROUP BY EmployeeID ORDER BY OrderCount DESC LIMIT 1;","Both queries accurately identify the employee who has processed the most orders by counting the number of orders per employee and ordering the results in descending order, limiting the output to the top result. The difference in column alias does not affect the query results.",both
What is the total quantity of each product sold?,"SELECT od.ProductID, SUM(od.Quantity) AS TotalQuantity FROM [Order Details] od GROUP BY od.ProductID;","```sql
SELECT [Order Details].ProductID, SUM([Order Details].Quantity) AS TotalQuantity
FROM [Order Details]
GROUP BY [Order Details].ProductID;
```","Both queries produce the same results as they calculate the total quantity of each product sold by summing the quantity for each ProductID from the 'Order Details' table, and grouping by ProductID. The difference is only in the naming alias of the table, which does not affect the outcome.","SELECT p.ProductName, SUM(od.Quantity) AS TotalSold FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName;","The generated query groups results by ProductName, while the ground truth query groups by ProductID. This could lead to different results if multiple products share the same name.",Base
What is the total sales for each month in 2023?,"SELECT DATE_TRUNC('month', orders.OrderDate) AS month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY month","```sql
SELECT MONTH(orders.OrderDate) AS month, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_sales 
FROM [Order Details] 
JOIN orders ON [Order Details].OrderID = orders.OrderID 
WHERE YEAR(orders.OrderDate) = 2023 
GROUP BY MONTH(orders.OrderDate)
```","Both queries calculate total sales for each month in 2023. They differ in how they extract the month, but functionally yield the same results.","SELECT DATE_FORMAT(o.OrderDate, '%Y-%m') AS Month, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS TotalSales FROM orders o JOIN [Order Details] od ON o.OrderID = od.OrderID WHERE o.OrderDate BETWEEN '2023-01-01' AND '2023-12-31' GROUP BY Month;","The generated query uses DATE_FORMAT instead of DATE_TRUNC, which could lead to differences depending on the SQL dialect. Additionally, the generated query uses square brackets for table and column names, which may affect execution based on the SQL environment.",Base
Find the most ordered product in terms of quantity.,"SELECT ProductID, SUM(Quantity) AS TotalQuantity FROM [Order Details] GROUP BY ProductID ORDER BY TotalQuantity DESC FETCH FIRST 1 ROW ONLY","```sql
SELECT ProductID, SUM(Quantity) AS TotalQuantity
FROM [Order Details]
GROUP BY ProductID
ORDER BY TotalQuantity DESC
LIMIT 1;
```","The generated query uses LIMIT 1, which may not be supported in all SQL standards. ANSI SQL uses FETCH FIRST 1 ROW ONLY as in the ground truth query.","SELECT p.ProductName, SUM(od.Quantity) as TotalQuantity FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName ORDER BY TotalQuantity DESC LIMIT 1;","The generated query returns the product name, while the ground truth query returns the ProductID. They both fetch the most ordered product in terms of quantity, but the selected columns differ.",None
Calculate the average time between order and shipment.,"SELECT AVG(DATE_PART('day', o.ShippedDate - o.OrderDate)) AS AvgShippingTime FROM orders o WHERE o.ShippedDate IS NOT NULL;","```sql
SELECT AVG(DATEDIFF(ShippedDate, OrderDate)) AS AverageShippingTime
FROM orders
WHERE ShippedDate IS NOT NULL;
```",Both queries calculate the average number of days between OrderDate and ShippedDate for non-null ShippedDate values. The methods (DATEDIFF vs. DATE_PART) achieve the same outcome.,"SELECT AVG(DATEDIFF(ShippedDate, OrderDate)) AS AvgShippingTime FROM orders;","The generated query does not handle NULL values in 'ShippedDate', while the ground truth query does.",Base
What is the effect of discount on the total sales quantity?,"SELECT Discount, SUM([Order Details].Quantity) AS TotalQuantity FROM [Order Details] GROUP BY Discount;","```sql
SELECT 
    SUM(od.Quantity) AS TotalSalesQuantity,
    AVG(od.Discount) AS AverageDiscount
FROM 
    [Order Details] od
GROUP BY 
    od.Discount
```","Both queries calculate the total quantity of sales grouped by discount, thus showing the effect of discount on total sales quantity.","SELECT Discount, SUM(od.Quantity) AS TotalSalesQuantity FROM [Order Details] od GROUP BY Discount;","Both queries calculate the total sales quantity grouped by discount from the 'Order Details' table, yielding the same results.",both
What is the inventory turnover ratio for the last month?,SELECT SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID WHERE YEAR(od.sale_date) = YEAR(CURRENT_DATE) AND MONTH(od.sale_date) = MONTH(CURRENT_DATE) - 1;,"```sql
SELECT 
    SUM([Order Details].Quantity * [Order Details].UnitPrice) / AVG(products.UnitsInStock) AS InventoryTurnoverRatio
FROM 
    products
JOIN 
    [Order Details] ON products.ProductID = [Order Details].ProductID
WHERE 
    MONTH([Order Details].OrderID) = MONTH(CURRENT_DATE - INTERVAL 1 MONTH) 
    AND YEAR([Order Details].OrderID) = YEAR(CURRENT_DATE - INTERVAL 1 MONTH);
```","The generated query uses OrderID for date filtering, which is incorrect. The Ground Truth query uses sale_date, likely the correct date column for filtering.",SELECT SUM(od.Quantity * od.UnitPrice) / AVG(p.UnitsInStock) AS InventoryTurnoverRatio FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID WHERE EXTRACT(MONTH FROM od.OrderDate) = EXTRACT(MONTH FROM CURRENT_DATE - INTERVAL '1 month') AND EXTRACT(YEAR FROM od.OrderDate) = EXTRACT(YEAR FROM CURRENT_DATE - INTERVAL '1 month');,"The generated query uses CURRENT_DATE - INTERVAL '1 month' for both months and years, while the ground truth simply adjusts the month by -1. This may lead to different results near year boundaries.",None
Which products have a unit price greater than the average unit price of all products?,SELECT ProductName FROM products WHERE UnitPrice > (SELECT AVG(UnitPrice) FROM products);,"```sql
SELECT ProductID, ProductName, UnitPrice
FROM products
WHERE UnitPrice > (SELECT AVG(UnitPrice) FROM products);
```","The generated query returns ProductID and UnitPrice in addition to ProductName, while the ground truth query returns only ProductName.",SELECT ProductName FROM products WHERE UnitPrice > (SELECT AVG(UnitPrice) FROM products);,Both queries accurately select product names with a unit price greater than the average unit price of all products. They are identical and yield the same results.,FT
What is the average order value for each customer segment?,"SELECT customerCustomerDemo.CustomerTypeID, AVG(total_order_value) AS avg_order_value FROM (SELECT orders.CustomerID, customerCustomerDemo.CustomerTypeID, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS total_order_value FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID JOIN customerCustomerDemo ON orders.CustomerID = customerCustomerDemo.CustomerID GROUP BY orders.CustomerID, customerCustomerDemo.CustomerTypeID) subquery GROUP BY customerCustomerDemo.CustomerTypeID;","```sql
SELECT customerDemographics.CustomerTypeID, 
       SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS avg_order_value 
FROM [Order Details] 
JOIN orders ON [Order Details].OrderID = orders.OrderID 
JOIN customers ON orders.CustomerID = customers.CustomerID 
JOIN customerCustomerDemo ON customers.CustomerID = customerCustomerDemo.CustomerID 
JOIN customerDemographics ON customerCustomerDemo.CustomerTypeID = customerDemographics.CustomerTypeID 
GROUP BY customerDemographics.CustomerTypeID
```","The generated query divides the total by the count of distinct orders, whereas the ground truth query computes the average based on customer's total order value. They use different aggregation logic.","SELECT (CASE WHEN customers.Region IS NULL THEN 'UNKNOWN' ELSE customers.Region END) as Segment, AVG(order_total) AS avg_order_value FROM (SELECT customers.CustomerID, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS order_total FROM customers JOIN orders ON customers.CustomerID = orders.CustomerID JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY customers.CustomerID) subquery JOIN customers ON subquery.CustomerID = customers.CustomerID GROUP BY Segment;","The generated SQL groups by Region, while the ground truth groups by CustomerTypeID.",None
Which product generates the highest profit margin?,"SELECT p.ProductName, ((od.UnitPrice - p.UnitPrice) / od.UnitPrice) AS ProfitMargin FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID ORDER BY ProfitMargin DESC LIMIT 1;","```sql
SELECT p.ProductID, p.ProductName, 
       (SUM(od.Quantity * od.UnitPrice) - (p.UnitPrice * SUM(od.Quantity))) AS ProfitMargin
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName
ORDER BY ProfitMargin DESC
LIMIT 1;
```","The generated query calculates profit margin based on total sales versus cost, whereas the ground truth query calculates it as a per-unit profit margin. The methodologies differ, so the results may not match.","SELECT p.ProductName, SUM(od.UnitPrice * od.Quantity * (1 - od.Discount) - p.UnitPrice * od.Quantity) AS ProfitMargin FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName ORDER BY ProfitMargin DESC LIMIT 1;","The generated query calculates profit margin differently by summing total profit for each product, while the ground truth calculates profit margin as a ratio on a per-unit basis.",None
How many customers placed orders in both Q1 and Q2 of 2023?,SELECT COUNT(*) AS common_customers FROM ( SELECT orders.CustomerID FROM orders WHERE orders.OrderDate BETWEEN '2023-01-01' AND '2023-06-30' GROUP BY orders.CustomerID HAVING COUNT(DISTINCT CASE WHEN orders.OrderDate BETWEEN '2023-01-01' AND '2023-03-31' THEN orders.OrderID END) > 0 AND COUNT(DISTINCT CASE WHEN orders.OrderDate BETWEEN '2023-04-01' AND '2023-06-30' THEN orders.OrderID END) > 0 ) AS subquery,"```sql
SELECT COUNT(DISTINCT o.CustomerID) AS customers_count 
FROM orders o 
WHERE o.OrderDate BETWEEN '2023-01-01' AND '2023-03-31' 
AND o.CustomerID IN (
    SELECT DISTINCT o2.CustomerID 
    FROM orders o2 
    WHERE o2.OrderDate BETWEEN '2023-04-01' AND '2023-06-30'
);
```","Both queries accurately identify customers who placed orders in Q1 and Q2 of 2023, albeit using different methods. The generated query checks for CustomerID existence in both quarters via nested SELECTs, while the ground truth query uses GROUP BY with HAVING to ensure orders in both periods. Both derive the correct customer count.",SELECT COUNT(DISTINCT CustomerID) AS customers_in_q1_and_q2 FROM ( SELECT CustomerID FROM orders WHERE OrderDate BETWEEN '2023-01-01' AND '2023-03-31' UNION SELECT CustomerID FROM orders WHERE OrderDate BETWEEN '2023-04-01' AND '2023-06-30' ) AS subquery;,"The generated SQL query finds unique customers who ordered in either Q1 or Q2, not necessarily in both. The ground truth query correctly identifies customers who placed orders in both quarters.",Base
